,0
3218,French Twist (Gazon maudit) (1995)
3219,Frenzy (1972)
3220,Frequency (2000)
3221,Frequently Asked Questions About Time Travel (2009)
3222,Fresh (1994)
3223,"Freshman, The (1925)"
3224,"Freshman, The (1990)"
3225,Frida (2002)
3226,Friday (1995)
3227,Friday After Next (2002)
3228,Friday Night Lights (2004)
3229,Friday the 13th (1980)
3230,Friday the 13th (2009)
3231,Friday the 13th Part 2 (1981)
3232,Friday the 13th Part 3: 3D (1982)
3233,Friday the 13th Part IV: The Final Chapter (1984)
3234,Friday the 13th Part V: A New Beginning (1985)
3235,Friday the 13th Part VI: Jason Lives (1986)
3236,Friday the 13th Part VII: The New Blood (1988)
3237,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
3238,Fried Green Tomatoes (1991)
3239,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)"
3240,Friendly Persuasion (1956)
3241,Friends & Lovers (1999)
3242,Friends with Benefits (2011)
3243,Friends with Kids (2011)
3244,Friends with Money (2006)
3245,Fright Night (1985)
3246,Fright Night (2011)
3247,Fright Night Part II (1988)
3248,"Frighteners, The (1996)"
3249,"Frisco Kid, The (1979)"
3250,Frisk (1995)
3251,From Beyond (1986)
3252,From Dusk Till Dawn (1996)
3253,From Dusk Till Dawn 2: Texas Blood Money (1999) 
3254,From Hell (2001)
3255,From Here to Eternity (1953)
3256,From Justin to Kelly (2003)
3257,From Paris with Love (2010)
3258,From Russia with Love (1963)
3259,From Up on Poppy Hill (Kokuriko-zaka kara) (2011)
3260,From the Earth to the Moon (1998)
3261,From the Hip (1987)
3262,From the Terrace (1960)
3263,Front Cover (2016)
3264,"Front Page, The (1931)"
3265,"Front Page, The (1974)"
3266,Front of the Class (2008)
3267,Frontière(s) (2007)
3268,Frost/Nixon (2008)
3269,Frosty the Snowman (1969)
3270,Frozen (2010)
3271,Frozen (2013)
3272,Frozen Planet (2011)
3273,Frozen River (2008)
3274,Fruitvale Station (2013)
3275,Fubar (2002)
3276,Fuck (2005)
3277,"Fuck You, Goethe (Fack Ju Göhte) (2013)"
3278,"Fugitive, The (1947)"
3279,"Fugitive, The (1993)"
3280,Fugitives (1986)
3281,Full Metal Jacket (1987)
3282,"Full Monty, The (1997)"
3283,Full Moon in Blue Water (1988)
3284,Fullmetal Alchemist 2018 (2017)
3285,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005)
3286,Fullmetal Alchemist: The Sacred Star of Milos (2011)
3287,Fulltime Killer (Chuen jik sat sau) (2001)
3288,Fun (1994)
3289,Fun with Dick and Jane (2005)
3290,"Funeral, The (1996)"
3291,"Funhouse, The (1981)"
3292,Funny Bones (1995)
3293,Funny Face (1957)
3294,Funny Farm (1988)
3295,Funny Games (1997)
3296,Funny Games U.S. (2007)
3297,Funny Girl (1968)
3298,Funny People (2009)
3299,"Funny Thing Happened on the Way to the Forum, A (1966)"
3300,Fur: An Imaginary Portrait of Diane Arbus (2006)
3301,Furious 7 (2015)
3302,Fury (1936)
3303,Fury (2014)
3304,"Fury, The (1978)"
3305,Futurama: Bender's Big Score (2007)
3306,Futurama: Bender's Game (2008)
3307,Futurama: Into the Wild Green Yonder (2009)
3308,Futurama: The Beast with a Billion Backs (2008)
3309,Futureworld (1976)
3310,Fuzz (1972)
3311,G-Force (2009)
3312,G.B.F. (2013)
3313,G.I. Jane (1997)
3314,G.I. Joe: Retaliation (2013)
3315,G.I. Joe: The Movie (1987)
3316,G.I. Joe: The Rise of Cobra (2009)
3317,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012)
3318,Gabriel Iglesias: Hot and Fluffy (2007)
3319,Gaga: Five Foot Two (2017)
3320,Galaxy Quest (1999)
3321,Galaxy of Terror (Quest) (1981)
3322,Gallipoli (1981)
3323,Game 6 (2005)
3324,Game Night (2018)
3325,"Game Over, Man! (2018)"
3326,"Game Plan, The (2007)"
3327,Game of Death (1978)
3328,"Game, The (1997)"
3329,Gamer (2009)
3330,"Gamers, The: Dorkness Rising (2008)"
3331,Gandhi (1982)
3332,Gang Related (1997)
3333,Gangs of New York (2002)
3334,Gangster No. 1 (2000)
3335,Gangster Squad (2013)
3336,Garage (2007)
3337,Garage Days (2002)
3338,Garam Masala (2005)
3339,Garden State (2004)
3340,"Garden of Words, The (Koto no ha no niwa) (2013)"
3341,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
3342,Gardens of Stone (1987)
3343,Garfield's Pet Force (2009)
3344,Garfield: A Tail of Two Kitties (2006)
3345,Garfield: The Movie (2004)
3346,Garm Wars: The Last Druid (2014)
3347,"Gas, Food, Lodging (1992)"
3348,Gaslight (1944)
3349,"Gate, The (1987)"
3350,Gattaca (1997)
3351,"Gauntlet, The (1977)"
3352,"Gay Divorcee, The (1934)"
3353,Gen-X Cops (1999)
3354,Gena the Crocodile (1969)
3355,"General Died at Dawn, The (1936)"
3356,"General's Daughter, The (1999)"
3357,"General, The (1926)"
3358,"General, The (1998)"
3359,Generation Iron 2
3360,Generation P (2011)
3361,Generation War (2013)
3362,Generation X (1996)
3363,Genghis Blues (1999)
3364,Genius (2016)
3365,Genius Party (2007)
3366,Gentleman's Agreement (1947)
3367,Gentlemen Broncos (2009)
3368,Gentlemen Prefer Blondes (1953)
3369,Gentlemen of Fortune (Dzhentlmeny udachi) (1972)
3370,George Carlin: Back in Town (1996)
3371,George Carlin: It's Bad for Ya! (2008)
3372,George Carlin: Jammin' in New York (1992)
3373,George Carlin: Life Is Worth Losing (2005)
3374,George Carlin: You Are All Diseased (1999)
3375,George Harrison: Living in the Material World (2011)
3376,George Washington (2000)
3377,George of the Jungle (1997)
3378,Georgia (1995)
3379,Georgy Girl (1966)
3380,Geostorm (2017)
3381,Geri's Game (1997)
3382,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948)
3383,Germinal (1993)
3384,Geronimo: An American Legend (1993)
3385,Gerry (2002)
3386,Get Carter (1971)
3387,Get Carter (2000)
3388,Get Hard (2015)
3389,Get Him to the Greek (2010)
3390,Get Low (2009)
3391,Get Me Roger Stone (2017)
3392,Get Out (2017)
3393,Get Over It (2001)
3394,Get Real (1998)
3395,Get Shorty (1995)
3396,Get Smart (2008)
3397,Get a Job (2016)
3398,Get on Up (2014)
3399,Get on the Bus (1996)
3400,Get the Gringo (2012)
3401,Getaway (2013)
3402,"Getaway, The (1972)"
3403,"Getaway, The (1994)"
3404,Getting Even with Dad (1994)
3405,Gettysburg (1993)
3406,Ghost (1990)
3407,Ghost Dad (1990)
3408,Ghost Dog: The Way of the Samurai (1999)
3409,Ghost Graduation (2012)
3410,Ghost Rider (2007)
3411,Ghost Rider: Spirit of Vengeance (2012)
3412,Ghost Ship (2002)
3413,Ghost Story (1981)
3414,Ghost Town (2008)
3415,Ghost World (2001)
3416,"Ghost Writer, The (2010)"
3417,"Ghost and Mrs. Muir, The (1947)"
3418,"Ghost and the Darkness, The (1996)"
3419,Ghost in the Shell (2017)
3420,Ghost in the Shell (Kôkaku kidôtai) (1995)
3421,Ghost in the Shell 2.0 (2008)
3422,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)
3423,Ghost in the Shell Arise - Border 1: Ghost Pain (2013)
3424,Ghost in the Shell Arise - Border 2: Ghost Whispers (2013)
3425,Ghost in the Shell: Solid State Society (2006)
3426,Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005)
3427,Ghostbusters (2016)
3428,Ghostbusters (a.k.a. Ghost Busters) (1984)
3429,Ghostbusters II (1989)
3430,Ghosts of Girlfriends Past (2009)
3431,Ghosts of Mars (2001)
3432,Ghosts of Mississippi (1996)
3433,Ghosts of the Abyss (2003)
3434,Ghoulies II (1987)
3435,Gia (1998)
3436,Giant (1956)
3437,"Giant Spider Invasion, The (1975)"
3438,Gidget (1959)
3439,"Gift, The (2000)"
3440,Gifted (2017)
3441,Gigantic (A Tale of Two Johns) (2002)
3442,Gigi (1949)
3443,Gigi (1958)
3444,Gigli (2003)
3445,Gilda (1946)
3446,Gimme Danger (2016)
3447,Ginger Snaps (2000)
3448,Ginger Snaps Back: The Beginning (2004)
3449,Ginger Snaps: Unleashed (2004)
3450,"Gingerbread Man, The (1998)"
3451,Gintama (2017)
3452,Gintama: The Final Chapter - Be Forever Yorozuya (2013)
3453,Gintama: The Movie (2010)
3454,Girl 6 (1996)
3455,"Girl Next Door, The (2004)"
3456,"Girl Next Door, The (2007)"
3457,"Girl Walks Home Alone at Night, A (2014)"
3458,Girl Walks Into a Bar (2011)
3459,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"
3460,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)"
3461,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)"
3462,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
3463,Girl with a Pearl Earring (2003)
3464,"Girl with the Dragon Tattoo, The (2011)"
3465,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)"
3466,"Girl, Interrupted (1999)"
3467,Girlfight (2000)
3468,Girls About Town (1931)
3469,Girls Just Want to Have Fun (1985)
3470,Girls! Girls! Girls! (1962)
3471,Girltrash: All Night Long (2014)
3472,"Giver, The (2014)"
3473,Gladiator (1992)
3474,Gladiator (2000)
3475,"Glass House, The (2001)"
3476,"Glass Menagerie, The (1987)"
3477,Gleaming the Cube (1989)
3478,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)"
3479,Glen or Glenda (1953)
3480,Glengarry Glen Ross (1992)
3481,"Glenn Miller Story, The (1953)"
3482,"Glimmer Man, The (1996)"
3483,Glitter (2001)
3484,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999)
3485,Glory (1989)
3486,Glory Daze (1995)
3487,Glory Road (2006)
3488,Gnomeo & Juliet (2011)
3489,Go (1999)
3490,Go Figure (2005)
3491,Go Fish (1994)
3492,Go West (1940)
3493,Go for Zucker! (Alles auf Zucker!) (2004)
3494,Goal! The Dream Begins (Goal!) (2005)
3495,Goat (2016)
3496,God Bless America (2011)
3497,God Loves Caviar (2012)
3498,God's Not Dead (2014)
3499,"Godfather, The (1972)"
3500,"Godfather: Part II, The (1974)"
3501,"Godfather: Part III, The (1990)"
3502,"Gods Must Be Crazy II, The (1989)"
3503,"Gods Must Be Crazy, The (1980)"
3504,Gods and Generals (2003)
3505,Gods and Monsters (1998)
3506,Gods of Egypt (2016)
3507,Godsend (2004)
3508,Godzilla (1998)
3509,Godzilla (2014)
3510,Godzilla (Gojira) (1954)
3511,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)"
3512,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
3513,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974)
3514,Godzilla vs. Mothra (Mosura tai Gojira) (1964)
3515,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)"
3516,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004)
3517,Going Clear: Scientology and the Prison of Belief (2015)
3518,Going My Way (1944)
3519,"Going Places (Valseuses, Les) (1974)"
3520,Going in Style (1979)
3521,Going the Distance (2010)
3522,Gold Diggers of 1933 (1933)
3523,Gold Diggers of 1935 (1935)
3524,"Gold Rush, The (1925)"
3525,"Golden Bowl, The (2000)"
3526,"Golden Child, The (1986)"
3527,"Golden Compass, The (2007)"
3528,Golden Door (Nuovomondo) (2006)
3529,GoldenEye (1995)
3530,Goldfinger (1964)
3531,Golmaal (2006)
3532,Gomorrah (Gomorra) (2008)
3533,Gone (2012)
3534,Gone Baby Gone (2007)
3535,Gone Fishin' (1997)
3536,Gone Girl (2014)
3537,Gone in 60 Seconds (1974)
3538,Gone in 60 Seconds (2000)
3539,Gone with the Wind (1939)
3540,Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008)
3541,Good Burger (1997)
3542,Good Copy Bad Copy (2007)
3543,"Good Day to Die Hard, A (2013)"
3544,"Good Earth, The (1937)"
3545,"Good German, The (2006)"
3546,"Good Girl, The (2002)"
3547,Good Luck Chuck (2007)
3548,"Good Morning, Vietnam (1987)"
3549,"Good Mother, The (1988)"
3550,"Good Night, and Good Luck. (2005)"
3551,"Good Shepherd, The (2006)"
3552,"Good Son, The (1993)"
3553,"Good Thief, The (2002)"
3554,Good Time (2017)
3555,Good Will Hunting (1997)
3556,"Good Year, A (2006)"
3557,"Good bye, Lenin! (2003)"
3558,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
3559,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)"
3560,Goodbye Charlie (1964)
3561,"Goodbye Girl, The (1977)"
3562,Goodbye Lover (1999)
3563,"Goodbye, Mr. Chips (1939)"
3564,Goodfellas (1990)
3565,Goodnight Mommy (Ich seh ich seh) (2014)
3566,"Goods: Live Hard, Sell Hard, The (2009)"
3567,"Goofy Movie, A (1995)"
3568,Goon (2011)
3569,Goon: Last of the Enforcers (2017)
3570,"Goonies, The (1985)"
3571,Goosebumps (2015)
3572,Gordy (1995)
3573,Gorgeous (Boh lee chun) (1999)
3574,Gorillas in the Mist (1988)
3575,Gorky Park (1983)
3576,Gosford Park (2001)
3577,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)"
3578,Gossip (2000)
3579,Gotcha! (1985)
3580,Gothic (1986)
3581,Gothika (2003)
3582,Gotti (1996)
3583,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003)
3584,Grabbers (2012)
3585,Grace of My Heart (1996)
3586,"Graduate, The (1967)"
3587,Gran Torino (2008)
3588,"Grand Budapest Hotel, The (2014)"
3589,Grand Canyon (1991)
3590,"Grand Day Out with Wallace and Gromit, A (1989)"
3591,Grand Hotel (1932)
3592,Grand Illusion (La grande illusion) (1937)
3593,Grand Theft Parsons (2003)
3594,Grandma's Boy (2006)
3595,"Grandmaster, The (Yi dai zong shi) (2013)"
3596,"Grapes of Wrath, The (1940)"
3597,Grass (1999)
3598,"Grass Is Greener, The (1960)"
3599,Grave Encounters (2011)
3600,Grave of the Fireflies (Hotaru no haka) (1988)
3601,Gravity (2013)
3602,Gray's Anatomy (1996)
3603,Grease (1978)
3604,Grease 2 (1982)
3605,Grease Live (2016)
3606,Great Balls of Fire! (1989)
3607,"Great Beauty, The (Grande Bellezza, La) (2013)"
3608,"Great Buck Howard, The (2008)"
3609,"Great Day in Harlem, A (1994)"
3610,"Great Dictator, The (1940)"
3611,"Great Escape, The (1963)"
3612,Great Expectations (1946)
3613,Great Expectations (1998)
3614,"Great Gatsby, The (1974)"
3615,"Great Gatsby, The (2013)"
3616,"Great Mouse Detective, The (1986)"
3617,"Great Muppet Caper, The (1981)"
3618,"Great Outdoors, The (1988)"
3619,"Great Race, The (1965)"
3620,"Great Santini, The (1979)"
3621,"Great Silence, The (Grande silenzio, Il) (1969)"
3622,"Great White Hype, The (1996)"
3623,"Great Yokai War, The (Yôkai daisensô) (2005)"
3624,"Great Ziegfeld, The (1936)"
3625,"Greatest Game Ever Played, The (2005)"
3626,"Greatest Story Ever Told, The (1965)"
3627,Greed (1924)
3628,Greedy (1994)
3629,"Green Butchers, The (Grønne slagtere, De) (2003)"
3630,Green Card (1990)
3631,"Green Hornet, The (2011)"
3632,Green Lantern (2011)
3633,Green Lantern: First Flight (2009)
3634,"Green Mile, The (1999)"
3635,"Green Ray, The (Rayon vert, Le) (1986)"
3636,Green Room (2015)
3637,Green Street Hooligans (a.k.a. Hooligans) (2005)
3638,Green Zone (2010)
3639,Greenberg (2010)
3640,Greenfingers (2000)
3641,Gregory's Girl (1981)
3642,Gremlins (1984)
3643,Gremlins 2: The New Batch (1990)
3644,Grey Gardens (1975)
3645,"Grey Zone, The (2001)"
3646,"Grey, The (2012)"
3647,Gridiron Gang (2006)
3648,Gridlock'd (1997)
3649,"Grifters, The (1990)"
3650,Grind (2003)
3651,Grindhouse (2007)
3652,Grizzly Man (2005)
3653,Groove (2000)
3654,Gross Anatomy (a.k.a. A Cut Above) (1989)
3655,Grosse Pointe Blank (1997)
3656,Groundhog Day (1993)
3657,Grown Ups (2010)
3658,Grown Ups 2 (2013)
3659,Grudge Match (2013)
3660,"Grudge, The (2004)"
3661,Grumpier Old Men (1995)
3662,Grumpy Old Men (1993)
3663,"Guard, The (2011)"
3664,"Guardian, The (1990)"
3665,"Guardian, The (2006)"
3666,Guardians (2016)
3667,Guardians of the Galaxy (2014)
3668,Guardians of the Galaxy 2 (2017)
3669,Guarding Tess (1994)
3670,Guerrilla: The Taking of Patty Hearst (2004)
3671,Guess Who (2005)
3672,Guess Who's Coming to Dinner (1967)
3673,Guest from the Future (Gostya iz buduschego) (1985)
3674,"Guest, The (2014)"
3675,"Guilt Trip, The (2012)"
3676,Guilty of Romance (Koi no tsumi) (2011) 
3677,Guinevere (1999)
3678,Gulliver's Travels (1939)
3679,Gulliver's Travels (1996)
3680,Gulliver's Travels (2010)
3681,Gummo (1997)
3682,Gun Shy (2000)
3683,Gung Ho (1986)
3684,Gunga Din (1939)
3685,"Gunman, The (2015)"
3686,Gunner Palace (2004)
3687,"Guns of Navarone, The (1961)"
3688,"Guru, The (2002)"
3689,"Guy Thing, A (2003)"
3690,Guy X (2005)
3691,Guys and Dolls (1955)
3692,Guyver: Dark Hero (1994)
3693,Gypsy (1962)
3694,Güeros (2014)
3695,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009)
3696,Hackers (1995)
3697,Hacksaw Ridge (2016)
3698,Haiku Tunnel (2001)
3699,"Hail, Caesar! (2016)"
3700,Hair (1979)
3701,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)"
3702,Hairspray (1988)
3703,Hairspray (2007)
3704,Half Baked (1998)
3705,Half Nelson (2006)
3706,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980)
3707,Hall Pass (2011)
3708,Halloween (1978)
3709,Halloween (2007)
3710,Halloween 4: The Return of Michael Myers (1988)
3711,Halloween 5: The Revenge of Michael Myers (1989)
3712,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)
3713,Halloween II (1981)
3714,Halloween II (2009)
3715,Halloween III: Season of the Witch (1982)
3716,Halloween: Resurrection (Halloween 8) (2002)
3717,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)
3718,Halloweentown (1998)
3719,Halloweentown High (2004)
3720,Hamburger Hill (1987)
3721,Hamlet (1948)
3722,Hamlet (1964)
3723,Hamlet (1990)
3724,Hamlet (1996)
3725,Hamlet (2000)
3726,Hamlet 2 (2008)
3727,Hancock (2008)
3728,"Hand That Rocks the Cradle, The (1992)"
3729,"Handmaid's Tale, The (1990)"
3730,Hands Off the Loot (Touchez pas au grisbi) (1954)
3731,Hands Over the City (Le mani sulla città) (1963)
3732,Hands on a Hard Body (1996)
3733,Hang 'Em High (1968)
3734,Hangar 18 (1980)
3735,Hanging Up (2000)
3736,"Hangover Part II, The (2011)"
3737,"Hangover Part III, The (2013)"
3738,"Hangover, The (2009)"
3739,Hanna (2011)
3740,Hannah Montana: The Movie (2009)
3741,Hannah and Her Sisters (1986)
3742,Hannibal (2001)
3743,Hannibal Rising (2007)
3744,Hansel & Gretel: Witch Hunters (2013)
3745,"Happening, The (2008)"
3746,"Happenstance (Battement d'ailes du papillon, Le) (2001)"
3747,Happiness (1998)
3748,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)"
3749,Happy Accidents (2000)
3750,Happy Birthday to Me (1981)
3751,Happy Endings (2005)
3752,Happy Feet (2006)
3753,Happy Feet Two (2011)
3754,Happy Gilmore (1996)
3755,Happy Go Lovely (1951)
3756,Happy People: A Year in the Taiga (2010)
3757,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997)
3758,"Happy, Texas (1999)"
3759,Happy-Go-Lucky (2008)
3760,Harakiri (Seppuku) (1962)
3761,Hard Candy (2005)
3762,Hard Core Logo (1996)
3763,"Hard Day's Night, A (1964)"
3764,Hard Promises (1991)
3765,Hard Rain (1998)
3766,Hard Target (1993)
3767,Hard Ticket to Hawaii (1987)
3768,"Hard Way, The (1991)"
3769,Hard-Boiled (Lat sau san taam) (1992)
3770,Hardball (2001)
3771,Hardcore Henry (2015)
3772,"Harder They Come, The (1973)"
3773,"Harder They Fall, The (1956)"
3774,Hardware (1990)
3775,Hare-um Scare-um (1939)
3776,Harlan County U.S.A. (1976)
3777,Harlem Nights (1989)
3778,Harley Davidson and the Marlboro Man (1991)
3779,"Harmonists, The (1997)"
3780,Harold & Kumar Escape from Guantanamo Bay (2008)
3781,Harold and Kumar Go to White Castle (2004)
3782,Harold and Maude (1971)
3783,Harriet the Spy (1996)
3784,Harrison Bergeron (1995)
